person_id,age_band,gender,region,education,digital_engagement_score,wellbeing_0_10,service_support_0_10,response_propensity,responded,invited,weight
P46948,55-64,Woman,South,Degree,29.5,4.4,5.7,0.0964,1,1,0.89065043049051
P47024,35-44,Man,Scotland/Wales,Degree,76.7,7.5,8.0,0.3522,1,1,0.8741320565797465
P47054,18-24,Man,South,No degree,68.6,5.1,5.3,0.1496,1,1,0.9285480405571193
P47086,65-74,Man,Scotland/Wales,Degree,39.8,5.7,7.7,0.1108,1,1,1.9166254054909067
P47173,25-34,Woman,North,Degree,86.7,5.5,8.2,0.3342,1,1,0.577735865296503
P47327,45-54,Woman,Scotland/Wales,Degree,64.9,5.9,4.9,0.2408,1,1,0.9951174176445505
P47462,18-24,Man,Midlands,Degree,66.1,8.1,7.1,0.317,1,1,0.7021885048292753
P47486,18-24,Woman,Midlands,Degree,63.2,4.8,6.8,0.2034,1,1,0.7021885048292753
P47493,65-74,Woman,Midlands,No degree,75.4,6.8,7.5,0.1676,1,1,2.7226833368084034
P47642,45-54,Woman,North,Degree,68.0,4.2,7.8,0.2065,1,1,0.7895248043822556
P47722,55-64,Man,Midlands,Degree,64.2,6.0,6.0,0.2406,1,1,1.005378221891577
P47754,25-34,Man,North,No degree,79.4,3.7,4.9,0.1542,1,1,0.8623869631624932
P47807,35-44,Man,London,Degree,94.3,5.4,7.4,0.4079,1,1,0.7073530874284455
P47815,55-64,Woman,North,Degree,61.2,9.9,6.4,0.355,1,1,0.8381734213821421
P47856,25-34,Woman,London,No degree,100.0,3.3,6.2,0.2456,1,1,0.8795690476175343
P47861,25-34,Woman,London,No degree,63.9,4.9,6.2,0.1503,1,1,0.8795690476175343
P47943,65-74,Woman,North,Degree,57.7,7.0,9.9,0.1907,1,1,1.5206479873762824
P48022,35-44,Man,Midlands,Degree,33.6,7.3,7.4,0.1577,1,1,0.8318865188819854
P48106,18-24,Man,North,No degree,89.7,6.8,7.5,0.277,1,1,0.873838109125281
P48183,45-54,Woman,London,No degree,48.7,6.8,7.2,0.1427,1,1,1.202005314149092
P48187,25-34,Man,South,No degree,79.3,7.5,5.5,0.2503,1,1,0.9163799524011521
P48190,55-64,Man,North,Degree,62.3,8.3,6.1,0.3043,1,1,0.8381734213821421
P48247,35-44,Man,North,No degree,74.2,6.1,7.6,0.1911,1,1,1.0352407333175977
P48285,55-64,Woman,London,Degree,86.3,5.7,6.9,0.3736,1,1,0.8548730784146957
P48383,65-74,Man,South,No degree,48.7,9.7,8.5,0.1444,1,1,2.411986885348764
P48391,18-24,Woman,Midlands,Degree,85.3,7.0,6.8,0.3816,1,1,0.7021885048292753
P48462,35-44,Man,London,Degree,73.8,4.0,6.8,0.2518,1,1,0.7073530874284455
P48485,25-34,Man,South,No degree,86.9,7.7,6.1,0.2927,1,1,0.9163799524011521
P48494,25-34,Woman,South,Degree,76.2,5.6,8.1,0.2839,1,1,0.6139071986888239
P48521,45-54,Woman,North,Degree,40.2,6.3,5.6,0.1575,1,1,0.7895248043822556
P48541,25-34,Man,Midlands,No degree,89.3,6.3,7.7,0.2595,1,1,1.0344220533467472
P48628,35-44,Man,North,Degree,60.3,4.5,4.8,0.185,1,1,0.6935351836258383
P48697,45-54,Woman,Midlands,No degree,74.1,6.9,7.8,0.2112,1,1,1.4136250116619258
P48780,65-74,Man,South,No degree,49.4,6.7,6.1,0.096,1,1,2.411986885348764
P48798,35-44,Woman,London,Degree,72.6,4.1,6.6,0.2494,1,1,0.7073530874284455
P48866,25-34,Man,South,No degree,74.1,4.7,4.9,0.1585,1,1,0.9163799524011521
P48927,25-34,Man,North,Degree,92.7,2.9,6.5,0.2766,1,1,0.577735865296503
P49023,35-44,Woman,Scotland/Wales,Degree,61.8,7.5,7.0,0.2755,1,1,0.8741320565797465
P49089,25-34,Woman,South,Degree,72.3,5.6,4.4,0.2653,1,1,0.6139071986888239
P49103,35-44,Woman,North,Degree,65.7,7.6,7.0,0.2979,1,1,0.6935351836258383
P49116,45-54,Woman,Scotland/Wales,No degree,63.8,7.9,10.0,0.1971,1,1,1.4854128665738215
P49124,45-54,Woman,South,Degree,60.5,7.8,4.8,0.2789,1,1,0.838955983293333
P49182,18-24,Woman,North,Degree,87.9,5.7,7.9,0.3479,1,1,0.5854072912387358
P49189,18-24,Man,Midlands,No degree,74.7,6.1,5.4,0.1929,1,1,1.0481575554194622
P49244,18-24,Woman,Scotland/Wales,No degree,85.4,6.3,6.8,0.2419,1,1,1.1013859447677783
P49265,55-64,Woman,Midlands,No degree,27.3,5.5,3.5,0.0651,1,1,1.5007291803873264
P49281,45-54,Man,North,Degree,70.8,8.6,5.5,0.3601,1,1,0.7895248043822556
P49297,25-34,Woman,North,Degree,65.5,7.6,8.0,0.2969,1,1,0.577735865296503
P49362,45-54,Man,Scotland/Wales,No degree,74.4,6.1,6.4,0.1918,1,1,1.4854128665738215
P49367,18-24,Man,Midlands,Degree,95.0,3.1,5.4,0.2944,1,1,0.7021885048292753
P49429,45-54,Woman,North,No degree,61.1,5.2,7.1,0.1299,1,1,1.178524546062652
P49432,35-44,Man,North,Degree,70.0,7.2,6.6,0.3062,1,1,0.6935351836258383
P49549,55-64,Man,London,No degree,55.6,4.8,2.6,0.1248,1,1,1.2760699867664655
P49570,55-64,Man,London,No degree,56.4,5.9,5.9,0.1477,1,1,1.2760699867664655
P49618,25-34,Woman,North,No degree,92.6,5.0,7.2,0.2355,1,1,0.8623869631624932
P49655,55-64,Man,North,No degree,71.9,8.6,9.2,0.25,1,1,1.2511423903002707
P49702,45-54,Man,North,Degree,46.4,3.7,5.0,0.1252,1,1,0.7895248043822556
P49771,55-64,Non-binary / other,South,No degree,60.2,8.2,5.8,0.1911,1,1,1.3294748796595566
P49843,25-34,Woman,North,Degree,94.1,5.7,7.4,0.3823,1,1,0.577735865296503
P49901,65-74,Man,North,Degree,53.0,4.9,8.5,0.1308,1,1,1.5206479873762824
P49945,35-44,Man,North,No degree,89.0,6.8,7.9,0.2737,1,1,1.0352407333175977
